set,id,name,art_composition,value,tribes,tags,rarity,rules_text,design_role,e1_trigger,e1_conditions,e1_target,e1_primitive,e1_amount,e1_duration,e1_stack,e1_limits,e1_text_values,e2_trigger,e2_conditions,e2_target,e2_primitive,e2_amount,e2_duration,e2_stack,e2_limits,e2_text_values
fenward_hunters,fenward_hunters_scout,1 Hunter's Scout,1 hunter studies tracks in mud.,1,Human,Mirefen,common,"The opponent card gets -{amount} if it is a {threshold} or higher. When revealed, silence the opposing card this round.",Threshold suppression,beforeCompare,"valueCompare(opponentCard, base, gte, 6)",opponentCard,modifyValue,constant(-30),thisComparison,stack,,amount=constant(30); threshold=constant(6),onReveal,,opponentCard,silence,,thisRound,replace,,
fenward_hunters,fenward_hunters_net_cast,2 Hunters' Net Cast,2 hunters cast a net across reeds.,2,Human,"Mirefen, Quest",common,Gets +{amount} if the opponent card is a {threshold} or higher.,Threshold hunter,beforeCompare,"valueCompare(opponentCard, base, gte, 6)",thisCard,modifyValue,constant(21),thisComparison,stack,,amount=constant(21); threshold=constant(6),,,,,,,,,
fenward_hunters,fenward_hunters_bog_hunt,3 Hunters' Bog Hunt,3 hunters stalk prey through a bog.,3,Human,Mirefen,common,The opponent card gets -{amount} if it is a {threshold} or higher.,Threshold suppression,beforeCompare,"valueCompare(opponentCard, base, gte, 7)",opponentCard,modifyValue,constant(-10),thisComparison,stack,,amount=constant(10); threshold=constant(7),,,,,,,,,
fenward_hunters,fenward_hunters_spider_trap,4 Hunters' Spider Trap,4 hunters close a trap on a spider.,4,Human,Mirefen,rare,Gets +{amount} if the opponent card is Spider.,Threshold hunter,beforeCompare,"hasTribe(opponentCard, Spider)",thisCard,modifyValue,constant(6),thisComparison,stack,,amount=constant(6),,,,,,,,,
fenward_hunters,fenward_hunters_trail,5 Hunters' Trail,5 hunters follow a broken branch trail.,5,Human,"Mirefen, Quest",rare,The opponent card gets -{amount} if it is a {threshold} or higher.,Threshold suppression,beforeCompare,"valueCompare(opponentCard, base, gte, 8)",opponentCard,modifyValue,constant(-4),thisComparison,stack,,amount=constant(4); threshold=constant(8),,,,,,,,,
fenward_hunters,fenward_hunters_night_hunt,6 Hunters' Night Hunt,6 hunters carry lanterns through mist.,6,Human,Mirefen,rare,Gets +{amount} if the opponent card is a {threshold} or higher.,Threshold hunter,beforeCompare,"valueCompare(opponentCard, base, gte, 8)",thisCard,modifyValue,constant(2),thisComparison,stack,,amount=constant(2); threshold=constant(8),,,,,,,,,
fenward_hunters,fenward_hunters_web_raid,7 Hunters' Web Raid,7 hunters cut through giant webs.,7,Human,Mirefen,rare,The opponent card gets -{amount} if it is a {threshold} or higher.,Threshold suppression,beforeCompare,"valueCompare(opponentCard, base, gte, 9)",opponentCard,modifyValue,constant(-3),thisComparison,stack,,amount=constant(3); threshold=constant(9),,,,,,,,,
fenward_hunters,fenward_hunters_mire_watch,8 Hunters' Mire Watch,8 hunters guard a mire crossing.,8,Human,"Mirefen, Quest",rare,Gets +{amount} if the opponent card is Spider.,Threshold hunter,beforeCompare,"hasTribe(opponentCard, Spider)",thisCard,modifyValue,constant(4),thisComparison,stack,,amount=constant(4),,,,,,,,,
fenward_hunters,fenward_hunters_queen_hunt,9 Hunters' Queen Hunt,9 hunters surround a spider queen.,9,Human,Mirefen,rare,The opponent card gets -{amount} if it is a {threshold} or higher.,Threshold suppression,beforeCompare,"valueCompare(opponentCard, base, gte, 9)",opponentCard,modifyValue,constant(-6),thisComparison,stack,,amount=constant(6); threshold=constant(9),,,,,,,,,
fenward_hunters,fenward_hunters_homecoming,10 Hunters' Homecoming,10 hunters return with bundled trophies.,10,Human,Mirefen,legendary,The opponent card cannot exceed {amount} this round.,Restrained ceiling control,beforeCompare,,opponentCard,maximumValue,constant(1),thisComparison,lowest,,amount=constant(1),,,,,,,,,
relicguard_order,relicguard_order_sentinels_vigil,1 Sentinel's Vigil,1 sentinel kneels beside a relic.,1,"Construct, Spirit","Dungeon, Quest",common,"When revealed, lower value wins the comparison. When revealed, silence the opposing card this round.",Rule inversion,onReveal,,thisCard,reverseComparison,,thisComparison,unique,,,onReveal,,opponentCard,silence,,thisRound,replace,,
relicguard_order,relicguard_order_sentinels_key_turn,2 Sentinels' Key Turn,2 sentinels turn keys in a vault.,2,"Construct, Spirit",Dungeon,common,This card wins tied rounds.,Tie control,beforeCompare,,thisCard,winTies,,thisComparison,unique,,,,,,,,,,,
relicguard_order,relicguard_order_sentinels_vault_watch,3 Sentinels' Vault Watch,3 sentinels stand before a sealed vault.,3,"Construct, Spirit",Dungeon,common,This card cannot be reduced below {amount}.,Value floor,beforeCompare,,thisCard,minimumValue,constant(8),thisComparison,highest,,amount=constant(8),,,,,,,,,
relicguard_order,relicguard_order_sentinels_seal,4 Sentinels' Seal,4 sentinels press hands to one seal.,4,"Construct, Spirit","Dungeon, Quest",uncommon,The opponent card cannot exceed {amount} this round.,Value ceiling,beforeCompare,,opponentCard,maximumValue,constant(4),thisComparison,lowest,,amount=constant(4),,,,,,,,,
relicguard_order,relicguard_order_sentinels_relic_hunt,5 Sentinels' Relic Hunt,5 sentinels search a buried shrine.,5,"Construct, Spirit",Dungeon,uncommon,This card becomes the opponent card base value.,Value copy,beforeCompare,,thisCard,setValue,"cardValue(opponentCard, base)",thisComparison,replace,,,,,,,,,,,
relicguard_order,relicguard_order_sentinels_oath,6 Sentinels' Oath,6 sentinels raise swords over an oathstone.,6,"Construct, Spirit",Dungeon,uncommon,"The first time this is revealed, the opponent card has no effect this round.",Silence,onReveal,,opponentCard,silence,,thisRound,unique,oncePerMatch,,,,,,,,,,
relicguard_order,relicguard_order_sentinels_crypt_guard,7 Sentinels' Crypt Guard,7 sentinels guard a crypt doorway.,7,"Construct, Spirit","Dungeon, Quest",rare,"The first time this is played, swap both effective values.",Value exchange,beforeCompare,,thisCard,swapValues,,thisComparison,unique,oncePerMatch,,,,,,,,,,
relicguard_order,relicguard_order_sentinels_gate_lock,8 Sentinels' Gate Lock,8 sentinels lock an iron gate.,8,"Construct, Spirit",Dungeon,rare,This card cannot be reduced below {amount}.,Defensive floor,beforeCompare,,thisCard,minimumValue,constant(9),thisComparison,highest,,amount=constant(9),,,,,,,,,
relicguard_order,relicguard_order_sentinels_last_watch,9 Sentinels' Last Watch,9 sentinels surround a shattered relic.,9,"Construct, Spirit",Dungeon,rare,The opponent card cannot exceed {amount} this round.,Restrained ceiling,beforeCompare,,opponentCard,maximumValue,constant(2),thisComparison,lowest,,amount=constant(2),,,,,,,,,
relicguard_order,relicguard_order_sentinels_final_oath,10 Sentinels' Final Oath,10 sentinels kneel around an empty plinth.,10,"Construct, Spirit","Dungeon, Quest",epic,"If this wins, your next card gets +{amount}.",Maximum value with drawback,onWin,,nextCard(self),modifyValue,constant(24),untilTriggered,unique,,amount=constant(24),,,,,,,,,
questbound_caravan,questbound_caravan_travelers_errand,1 Traveler's Errand,1 traveler delivers a sealed letter.,1,Human,Profession,uncommon,"Whenever this loses, draw {amount} cards and return your highest card of value {threshold} or lower from your discard to your hand.",Loss insurance,onLose,,player(self),draw,constant(5),instant,stack,,amount=constant(5); threshold=constant(3),onLose,,"zone(self, discard, highest, count=1, maxValue=3)",returnToHand,,instant,unique,,
questbound_caravan,questbound_caravan_travelers_wrong_turn,2 Travelers' Wrong Turn,2 travelers argue at a forked road.,2,Human,Profession,uncommon,"Whenever this loses, draw {amount} card.",Loss insurance,onLose,,player(self),draw,constant(4),instant,stack,,amount=constant(4),,,,,,,,,
questbound_caravan,questbound_caravan_travelers_bridge_stop,3 Travelers' Bridge Stop,3 travelers cross a broken bridge.,3,Human,"Profession, Quest",uncommon,"Whenever this loses, draw {amount} card.",Loss insurance,onLose,,player(self),draw,constant(3),instant,stack,,amount=constant(3),,,,,,,,,
questbound_caravan,questbound_caravan_travelers_camp,4 Travelers' Camp,4 travelers camp beside a wagon.,4,Human,Profession,uncommon,Gets +{amount} while you are behind on rounds.,Comeback value,beforeCompare,"scoreCompare(lt, opponent score)",thisCard,modifyValue,constant(6),thisComparison,stack,,amount=constant(6),,,,,,,,,
questbound_caravan,questbound_caravan_travelers_side_quest,5 Travelers' Side Quest,5 travelers enter a hidden cave.,5,Human,Profession,uncommon,Gets +{amount} while you are behind on rounds.,Comeback value,beforeCompare,"scoreCompare(lt, opponent score)",thisCard,modifyValue,constant(4),thisComparison,stack,,amount=constant(4),,,,,,,,,
questbound_caravan,questbound_caravan_travelers_cart_fix,6 Travelers' Cart Fix,6 travelers repair a tilted cart.,6,Human,"Profession, Quest",uncommon,Gets +{amount} while you are behind on rounds.,Comeback value,beforeCompare,"scoreCompare(lt, opponent score)",thisCard,modifyValue,constant(2),thisComparison,stack,,amount=constant(2),,,,,,,,,
questbound_caravan,questbound_caravan_travelers_road_meal,7 Travelers' Road Meal,7 travelers eat beside a milestone.,7,Human,Profession,rare,Gets +{amount} while you are behind on rounds.,Comeback value,beforeCompare,"scoreCompare(lt, opponent score)",thisCard,modifyValue,constant(3),thisComparison,stack,,amount=constant(3),,,,,,,,,
questbound_caravan,questbound_caravan_travelers_lost_map,8 Travelers' Lost Map,8 travelers compare maps at a crossroads.,8,Human,Profession,rare,Gets +{amount} while you are behind on rounds.,Comeback value,beforeCompare,"scoreCompare(lt, opponent score)",thisCard,modifyValue,constant(4),thisComparison,stack,,amount=constant(4),,,,,,,,,
questbound_caravan,questbound_caravan_travelers_boss_fight,9 Travelers' Boss Fight,9 travelers face a giant monster.,9,Human,"Profession, Quest",epic,"Whenever this wins, draw {amount} card.",Lead conversion,onWin,,player(self),draw,constant(3),instant,stack,,amount=constant(3),,,,,,,,,
questbound_caravan,questbound_caravan_travelers_homecoming,10 Travelers' Homecoming,10 travelers arrive beneath a city gate.,10,Human,Profession,epic,"If this wins, your next card gets +{amount}.",Maximum value with drawback,onWin,,nextCard(self),modifyValue,constant(16),untilTriggered,unique,,amount=constant(16),,,,,,,,,
crownless_legends,crownless_legends_whisper,1 Legend's Whisper,1 legend whispers beside a crown.,1,Spirit,RareMob,common,"Gets +{rate} for each Spirit card you have played this match, currently +{amount}. Lower value wins this comparison.",Tribal history scaling,beforeCompare,,thisCard,modifyValue,"5 * (historyCount(self, tribe=Spirit))",thisComparison,stack,,"amount=5 * (historyCount(self, tribe=Spirit)); rate=constant(5)",beforeCompare,,thisCard,reverseComparison,,thisComparison,replace,,
crownless_legends,crownless_legends_exile,2 Legends' Exile,2 legends walk away from a throne.,2,Spirit,"RareMob, Boss",common,Gets +{amount} if you have played at least {threshold} different tribes.,Diversity payoff,beforeCompare,"uniqueTribesCompare(self, gte, 3)",thisCard,modifyValue,constant(21),thisComparison,stack,,amount=constant(21); threshold=constant(3),,,,,,,,,
crownless_legends,crownless_legends_broken_oath,3 Legends' Broken Oath,3 legends hold broken swords aloft.,3,Spirit,RareMob,common,Gets +{amount} if your previous card lost.,Loss sequencing,beforeCompare,"previousResult(self, lose)",thisCard,modifyValue,constant(10),thisComparison,stack,,amount=constant(10),,,,,,,,,
crownless_legends,crownless_legends_empty_hall,4 Legends' Empty Hall,4 legends gather in an empty hall.,4,Spirit,RareMob,uncommon,Gets +{amount} during round {round} or later.,Late-match payoff,beforeCompare,"roundCompare(gte, 5)",thisCard,modifyValue,constant(6),thisComparison,stack,,amount=constant(6); round=constant(5),,,,,,,,,
crownless_legends,crownless_legends_last_song,5 Legends' Last Song,5 legends sing before a ruined throne.,5,Spirit,"RareMob, Boss",uncommon,Gets +{amount} after you lose {threshold} rounds in a row.,Streak breaker,beforeCompare,"consecutive(self, lose, gte, 2)",thisCard,modifyValue,constant(4),thisComparison,stack,,amount=constant(4); threshold=constant(2),,,,,,,,,
crownless_legends,crownless_legends_ghost_court,6 Legends' Ghost Court,6 legends stand around a vacant throne.,6,Spirit,RareMob,uncommon,"Gets +{rate} for each Spirit card you have played this match, currently +{amount}.",Tribal history scaling,beforeCompare,,thisCard,modifyValue,"historyCount(self, tribe=Spirit)",thisComparison,stack,,"amount=historyCount(self, tribe=Spirit); rate=constant(1)",,,,,,,,,
crownless_legends,crownless_legends_lost_crown,7 Legends' Lost Crown,7 legends search among fallen crowns.,7,Spirit,RareMob,rare,Gets +{amount} if you have played at least {threshold} different tribes.,Diversity payoff,beforeCompare,"uniqueTribesCompare(self, gte, 3)",thisCard,modifyValue,constant(3),thisComparison,stack,,amount=constant(3); threshold=constant(3),,,,,,,,,
crownless_legends,crownless_legends_kingless_feast,8 Legends' Kingless Feast,8 legends dine at a bare table.,8,Spirit,"RareMob, Boss",rare,Gets +{amount} if your previous card lost.,Loss sequencing,beforeCompare,"previousResult(self, lose)",thisCard,modifyValue,constant(4),thisComparison,stack,,amount=constant(4),,,,,,,,,
crownless_legends,crownless_legends_final_war,9 Legends' Final War,9 legends clash beneath torn banners.,9,Spirit,RareMob,rare,Gets +{amount} during round {round} or later.,Late-match payoff,beforeCompare,"roundCompare(gte, 5)",thisCard,modifyValue,constant(6),thisComparison,stack,,amount=constant(6); round=constant(5),,,,,,,,,
crownless_legends,crownless_legends_return,10 Legends' Return,10 legends emerge from a sealed tomb.,10,Spirit,RareMob,epic,Gets +{amount} after you lose {threshold} rounds in a row.,Streak breaker,beforeCompare,"consecutive(self, lose, gte, 2)",thisCard,modifyValue,constant(8),thisComparison,stack,,amount=constant(8); threshold=constant(2),,,,,,,,,
